Time;MI0;MI1;MI2;
11:57:38:082;252;7;36;0;
11:57:38:163;252;7;36;0;
11:57:38:234;252;7;36;0;
11:57:38:305;252;7;36;0;
11:57:38:377;252;7;36;0;
11:57:38:451;252;7;36;0;
11:57:38:528;252;7;36;0;
11:57:38:6;252;7;36;0;
11:57:38:671;252;7;36;0;
11:57:38:744;252;7;36;0;
11:57:38:815;252;7;36;0;
11:57:38:887;252;7;36;0;
11:57:38:959;252;7;36;0;
11:57:39:031;255;8;31;0;
11:57:39:111;255;8;31;0;
11:57:39:181;255;8;31;0;
11:57:39:253;255;8;31;0;
11:57:39:33;255;8;31;0;
11:57:39:403;255;8;31;0;
11:57:39:476;255;8;31;0;
11:57:39:547;255;8;31;0;
11:57:39:619;255;8;31;0;
11:57:39:691;255;8;31;0;
11:57:39:763;255;8;31;0;
11:57:39:835;255;8;31;0;
11:57:39:907;255;8;31;0;
11:57:39:979;255;8;31;0;
11:57:40:051;258;9;28;0;
11:57:40:134;258;9;28;0;
11:57:40:21;258;9;28;0;
11:57:40:285;258;9;28;0;
11:57:40:356;258;9;28;0;
11:57:40:429;258;9;28;0;
11:57:40:5;258;9;28;0;
11:57:40:574;258;9;28;0;
11:57:40:645;258;9;28;0;
11:57:40:717;258;9;28;0;
11:57:40:789;258;9;28;0;
11:57:40:861;258;9;28;0;
11:57:40:933;258;9;28;0;
11:57:41:004;258;9;26;0;
11:57:41:079;261;0;26;0;
11:57:41:153;261;0;26;0;
11:57:41:227;261;0;26;0;
11:57:41:305;261;0;26;0;
11:57:41:377;261;0;26;0;
11:57:41:477;261;0;26;0;
11:57:41:551;261;0;26;0;
11:57:41:623;261;0;26;0;
11:57:41:695;261;0;26;0;
11:57:41:767;261;0;26;0;
11:57:41:839;261;0;26;0;
11:57:41:912;261;0;26;0;
11:57:41:983;261;0;26;0;
11:57:42:056;264;1;264;0;
11:57:42:133;264;1;264;0;
11:57:42:206;264;1;264;0;
11:57:42:276;264;1;264;0;
11:57:42:349;264;1;264;0;
11:57:42:421;264;1;264;0;
11:57:42:492;264;1;264;0;
11:57:42:565;264;1;264;0;
11:57:42:637;264;1;264;0;
11:57:42:711;264;1;264;0;
11:57:42:787;264;1;264;0;
11:57:42:86;264;1;264;0;
11:57:42:933;264;1;264;0;
11:57:43:011;264;2;133;0;
11:57:43:092;267;2;133;0;
11:57:43:171;267;2;133;0;
11:57:43:242;267;2;133;0;
11:57:43:314;267;2;133;0;
Time;MI0;MI2;
13:17:20:916;4173;4173;
Time;MI1;MI0;
13:18:24:64;0;4350;
Time;MI0;MI1;
13:20:20:775;183;1;
Time;MI0;
13:46:06:617;4818;
13:46:37:414;4911;7;
Time;MI0;MI1;
14:03:58:299;8034;8;
14:04:04:609;8052;4;
14:04:05:666;8055;6;
14:04:06:71;8061;7;
14:04:07:777;8064;8;
14:04:08:846;8067;9;
14:04:09:89;8070;0;
14:04:10:929;8073;1;
14:04:11:997;8076;2;
14:04:13:063;8079;3;2693;
14:04:14:136;8082;4;2020;
14:04:15:218;8085;5;1617;
14:04:16:305;8088;6;1348;
14:04:17:387;8091;7;1155;
14:04:18:461;8094;8;1011;
14:04:19:535;8097;9;899;
14:04:20:61;8100;0;810;
14:04:21:703;8106;2;4053;
14:04:22:786;8109;3;2703;
14:04:23:872;8112;4;2028;
Time;MI0;
12:29:14:045;117;
12:29:15:902;123;
Time;MI0;
12:29:17:576;129;
12:29:18:608;132;
12:29:19:63;135;
Time;MI1;
12:30:14:921;0;
12:30:15:99;1;
12:30:17:037;2;
12:30:18:082;3;
12:30:19:121;5;
Time;MI0;
12:31:25:109;513;
12:31:26:161;516;
12:31:51:387;591;
12:31:52:438;594;
12:31:53:475;597;
12:31:54:513;600;
12:31:55:554;603;
12:31:56:61;606;
12:31:57:654;609;
12:31:58:705;612;
12:31:59:741;615;
12:32:00:784;618;
12:32:01:845;621;
12:32:02:885;624;
Time;MI0;
12:34:56:592;1146;
Time;MI0;
12:35:48:329;1302;
12:35:49:381;1305;
Time;MI0;
12:36:57:374;1509;
12:36:58:421;1512;
12:36:59:458;1515;
12:37:00:478;1518;
12:37:01:523;1521;
12:37:02:551;1524;
12:37:03:578;1527;
12:37:04:595;1530;
12:37:05:621;1533;
12:37:06:661;1536;
12:37:07:696;1539;
12:37:08:726;1542;
12:37:09:764;1545;
12:37:10:795;1548;
12:37:11:81;1551;
12:37:12:838;1554;
12:37:13:858;1557;
12:37:14:897;1560;
12:37:15:93;1563;
Time;MI0;MI1;
12:39:45:578;2013;1;
12:39:46:666;2016;2;
12:39:47:723;2019;3;
Time;MI0;MI1;
12:45:11:264;2991;7;
Time;MI0;MI1;
12:46:52:858;3294;8;
12:46:53:94;3297;9;
Time;MI0;MI1;
12:47:59:442;3495;5;
12:48:00:509;3498;6;
12:48:02:644;3591;7;
Time;MI0;MI1;
12:50:14:178;3900;0;
12:50:15:258;3903;1;
12:50:16:299;3906;2;
12:50:17:354;3909;3;
12:50:18:412;3912;4;
12:50:19:527;3915;5;
12:50:20:593;3918;6;
12:50:21:654;3921;7;
12:50:22:695;3924;8;
12:50:23:739;3927;9;
Time;MI0;
12:51:04:029;4047;
12:51:05:1;4050;
12:51:06:145;4056;
12:51:07:172;4059;
12:51:08:226;4062;
12:51:09:266;4065;
12:51:10:311;4068;
12:51:11:345;4071;
12:51:12:381;4074;
12:51:13:437;4077;
12:51:14:472;4080;
12:51:15:513;4083;
Time;MI0;
12:51:59:547;4215;
12:52:00:61;4218;
12:52:06:132;4245;
12:52:10:721;4248;
12:52:11:762;4251;
12:52:12:792;4254;
12:52:13:829;4257;
12:52:14:87;4260;
12:52:15:902;4263;
12:52:16:942;4266;
12:52:17:971;4269;
12:52:19:;4272;
Time;MI0;
12:54:20:132;4638;
12:54:21:188;4641;
12:54:22:228;4644;
12:54:23:253;4647;
12:54:24:301;4650;
12:54:25:341;4653;
12:54:26:37;4656;
12:54:27:415;4659;
12:54:28:46;4662;
12:54:29:51;4665;
12:54:30:552;4668;
12:54:31:575;4671;
12:54:32:609;4674;
12:54:33:648;4677;
Time;MI0;
12:55:45:911;4893;
12:55:46:969;4896;
12:55:48:009;4899;
12:55:49:037;4902;
12:55:50:062;4905;
12:55:51:088;4908;
12:55:52:127;4914;
12:55:53:154;4917;
12:55:54:202;4920;
12:55:55:241;4923;
12:55:56:272;4926;
12:55:57:301;4929;
12:55:58:327;4932;
Time;MI0;
12:56:47:718;5079;
12:56:48:769;5082;
Time;MI0;
12:57:58:55;5292;
Time;MI0;
13:06:05:864;6753;
13:06:06:934;6756;
13:06:07:962;6759;
13:06:09:002;6762;
13:06:10:038;6765;
13:06:11:073;6768;
13:06:12:107;6774;
13:06:13:133;6777;
13:06:14:175;6780;
13:06:15:212;6783;
13:06:16:247;6786;
13:06:17:284;6789;
13:06:18:32;6792;
13:06:19:347;6795;
13:06:20:388;6798;
13:06:21:428;6801;
13:06:22:465;6804;
13:06:23:503;6807;
13:06:24:533;6810;
13:06:25:575;6813;
13:06:26:613;6816;
13:06:27:637;6819;
13:06:28:678;6822;
13:06:29:705;6825;
13:06:30:741;6828;
13:06:31:778;6831;
13:06:32:807;6834;
13:06:33:839;6837;
13:06:34:885;6840;
13:06:35:921;6843;
13:06:36:947;6846;
13:06:37:983;6849;
13:06:39:018;6852;
13:06:40:051;6855;
13:06:41:075;6858;
13:06:42:103;6861;
13:06:43:142;6867;
13:06:44:178;6870;
13:06:45:215;6873;
13:06:46:244;6876;
13:06:47:288;6879;
13:06:48:328;6882;
13:06:49:352;6885;
13:06:50:386;6888;
13:06:51:426;6891;
13:06:52:457;6894;
13:06:53:49;6897;
13:06:54:528;6900;
13:06:55:567;6903;
13:06:56:598;6906;
13:06:57:63;6909;
13:06:58:661;6912;
13:07:06:062;6933;1;
Time;MI0;MI1;
13:07:07:695;6939;3;
13:07:08:751;6942;4;
Time;MI1;MI0;
13:07:39:693;5;7035;
13:07:40:784;6;7038;
13:07:41:854;7;7041;
13:07:42:914;8;7044;
13:07:43:966;9;7047;
13:07:45:013;0;7050;
13:07:46:074;1;7053;
13:07:47:139;3;7059;
13:07:48:197;4;7062;
13:07:49:27;5;7065;
13:07:50:335;6;7068;
13:07:51:384;7;7071;
13:07:52:445;8;7074;
13:07:53:5;9;7077;
13:07:54:555;0;7080;
13:07:55:629;1;7083;
13:07:56:691;2;7086;
13:07:57:759;3;7089;
13:07:59:587;6;7428;
13:09:51:181;7;7431;
13:09:52:242;8;7434;
13:09:53:296;9;7437;
13:09:54:356;0;7440;
13:09:55:411;1;7443;
13:09:56:46;2;7446;
Time;MI0;MI1;
13:11:19:524;7695;5;
13:11:20:595;7698;6;
13:11:21:649;7701;7;
Time;MI0;
13:11:54:513;7800;
13:11:55:572;7803;
13:11:56:62;7806;
13:11:57:659;7809;
13:11:58:707;7812;
13:11:59:752;7815;
13:12:00:789;7818;
13:12:01:832;7821;
13:12:02:873;7824;
13:12:03:899;7827;
13:12:04:929;7830;
13:12:05:965;7833;
13:12:06:998;7836;
13:12:08:025;7839;
13:12:09:064;7842;
13:12:10:1;7845;
13:12:11:134;7851;
13:12:12:16;7854;
13:12:13:195;7857;
13:12:14:234;7860;
13:12:15:279;7863;
Time;MI0;MI1;
13:13:02:814;8004;8;
13:13:03:9;8007;9;
13:13:05:006;8010;0;
13:13:06:063;8013;1;
13:13:07:101;8016;3;
13:13:08:131;8022;4;
Time;MI0;MI1;
13:13:17:246;8049;3;
Time;MI0;MI1;
13:16:10:992;8568;6;
Time;MI0;MI1;
13:16:45:425;8673;1;
13:16:46:472;8676;2;
13:16:47:518;8679;3;
13:16:48:576;8682;4;
13:16:49:639;8685;5;
13:16:50:695;8688;6;
13:16:51:738;8691;7;
13:16:52:783;8694;8;
13:16:53:849;8697;9;
13:16:54:908;8700;0;
13:16:55:963;8703;1;
13:16:57:009;8706;2;
13:16:58:052;8709;3;
13:16:59:129;8715;5;
13:17:00:171;8718;6;
13:17:06:061;8733;1;8733;
13:17:08:637;8742;4;2185;
13:17:09:513;8745;5;1749;
13:17:09:996;8745;5;1749;
13:17:10:247;8748;6;1458;
13:17:10:472;8748;6;1458;
13:17:10:683;8748;6;1458;
13:17:10:902;8748;6;1458;
13:17:11:121;8751;7;1250;
13:17:11:347;8751;7;1250;
Time;MI0;MI1;MI2;
13:17:12:794;8754;8;1094;
Time;MI0;MI1;MI2;
13:17:43:224;8847;9;983;
13:17:44:313;8850;0;885;
13:17:46:327;8859;3;2953;
Time;MI1;MI2;
13:18:27:895;3;2993;
13:18:28:982;4;2245;
13:18:30:027;5;1797;
13:18:31:099;6;1284;
Time;MI1;MI0;
13:19:12:911;8;9114;
13:19:13:977;9;9117;
13:19:15:003;0;9120;
13:19:16:039;1;9123;
13:19:17:083;2;9126;
13:19:23:642;9;9147;1016;
13:19:25:118;1;9153;9153;
13:19:25:72;1;9153;9153;
Time;MI1;MI0;MI2;
13:19:27:05;2;9156;4578;
13:19:28:09;3;9159;3053;
Time;MI0;MI1;MI2;
13:19:57:267;9249;3;3083;
13:19:58:37;9252;4;2313;
13:19:59:45;9255;5;1851;
13:20:00:542;9258;6;1543;
13:20:01:626;9261;7;1323;
13:20:02:696;9264;8;1158;
13:20:03:769;9267;9;1029;
13:20:04:855;9270;0;927;
13:20:05:93;9273;1;9273;
13:20:07:004;9276;2;4638;
Time;MI0;MI1;MI2;
13:20:47:669;9399;3;3133;
13:20:48:777;9402;4;2350;
13:20:49:861;9405;5;1881;
Time;MI0;MI2;MI1;
13:22:00:184;9618;1603;6;
13:22:01:265;9621;1374;7;
13:22:02:331;9624;1203;8;
Time;MI2;
13:23:32:988;1236;
13:23:34:036;1099;
13:23:35:062;990;
13:23:36:089;9903;
13:23:37:131;3303;
13:23:38:186;2478;
13:23:39:229;1983;
13:23:40:268;1653;
13:23:41:304;1417;
13:23:42:329;1240;
13:23:43:382;1103;
13:23:44:411;993;
13:23:45:444;9933;
13:23:46:489;4968;
13:23:47:515;3313;
13:23:48:543;2485;
13:23:49:586;1989;
13:23:50:629;1658;
13:23:51:68;1421;
13:23:52:724;1244;
13:23:53:772;1106;
13:23:54:821;996;
13:23:55:852;9963;
13:23:56:879;4983;
13:23:57:922;3323;
13:23:58:966;2493;
13:24:00:009;1995;
13:24:01:039;1663;
13:24:02:085;1425;
13:24:03:14;1109;
13:24:04:166;999;
13:24:05:199;9993;
13:24:06:215;4998;
13:24:07:281;3333;
13:24:08:308;2500;
13:24:09:322;2001;
13:24:10:363;1668;
13:24:11:379;1430;
13:24:12:409;1251;
13:24:13:445;1113;
13:24:14:507;1002;
13:24:15:524;10023;
13:24:16:57;5013;
13:24:17:614;3343;
13:24:18:658;2508;
13:24:19:685;2007;
13:24:20:715;1673;
13:24:21:77;1434;
13:24:22:809;1255;
13:24:23:854;1116;
13:24:24:883;1005;
13:24:25:925;10053;
13:24:26:954;5028;
13:24:27:981;3353;
13:24:29:011;2515;
13:24:30:047;2013;
13:24:31:103;1678;
13:24:32:133;1259;
13:24:33:165;1119;
13:24:34:201;1008;
13:24:35:238;10083;
13:24:36:26;5043;
13:24:37:303;3363;
13:24:38:346;2523;
13:24:39:384;2019;
13:24:40:411;1683;
13:24:41:469;1443;
13:24:42:494;1263;
13:24:43:537;1123;
13:24:44:571;1011;
13:24:45:622;10113;
13:24:46:648;5058;
13:24:47:67;3373;
13:24:48:713;2530;
13:24:49:755;2025;
13:24:50:793;1688;
13:24:51:822;1447;
13:24:52:858;1266;
13:24:53:884;1126;
13:24:54:909;1014;
13:24:55:958;10143;
13:24:56:998;5073;
13:24:58:026;3383;
13:24:59:069;2538;
13:25:00:129;1693;
13:25:01:145;1451;
13:25:02:169;1270;
13:25:03:194;1129;
13:25:04:235;1017;
13:25:05:277;10173;
13:25:06:306;5088;
13:25:07:348;3393;
13:25:08:374;2545;
13:25:09:404;2037;
13:25:10:429;1698;
13:25:11:479;1455;
13:25:12:506;1274;
13:25:13:525;1133;
13:25:14:553;1020;
13:25:15:577;10203;
13:25:16:605;5103;
13:25:17:642;3403;
13:25:18:677;2553;
13:25:19:702;2043;
13:25:20:731;1703;
13:25:21:761;1460;
13:25:22:791;1278;
13:25:23:816;1136;
13:25:24:844;1023;
13:25:25:874;10233;
Time;MI0;MI1;MI2;
13:32:52:604;11574;8;1446;
13:32:53:685;11577;9;1286;
13:32:54:732;11580;0;1158;
13:32:55:797;11583;1;11583;
13:32:56:883;11586;2;5793;
13:32:57:961;11589;3;3863;
13:32:59:035;11592;4;2898;
13:33:00:105;11595;6;1933;
13:33:01:151;11601;7;1657;
13:33:02:213;11604;8;1450;
13:33:03:281;11607;9;1289;
13:33:04:35;11610;0;1161;
13:33:05:42;11613;1;11613;
13:33:06:491;11616;2;5808;
13:33:07:56;11619;3;3873;
13:33:08:635;11622;4;2905;
13:33:09:692;11625;5;2325;
13:33:10:764;11628;6;1938;
13:33:11:823;11631;7;1661;
13:33:12:906;11634;8;1454;
13:33:13:973;11637;9;1293;
13:33:15:044;11640;0;1164;
13:33:16:101;11643;1;5823;
13:33:17:156;11649;3;3883;
13:33:18:228;11652;4;2913;
13:33:19:306;11655;5;2331;
13:33:20:365;11658;6;1943;
13:33:21:411;11661;7;1665;
13:33:22:47;11664;8;1458;
13:33:23:525;11667;9;1296;
13:33:24:583;11670;0;1167;
13:33:25:643;11673;1;11673;
13:33:26:689;11676;2;5838;
13:33:27:745;11679;3;3893;
13:33:28:801;11682;4;2920;
13:33:29:863;11685;5;2337;
13:33:30:915;11688;6;1948;
13:33:31:96;11691;7;1670;
13:33:33:01;11694;8;1461;
13:33:34:064;11697;9;1299;
13:33:35:12;11703;1;11703;
13:33:36:191;11706;2;5853;
Time;MI0;MI1;MI2;
13:36:22:265;12204;8;1525;
13:36:23:346;12207;9;1356;
13:36:24:396;12210;0;1221;
13:36:25:459;12213;1;12213;
13:36:26:512;12216;2;6108;
13:36:27:575;12219;3;4073;
13:36:28:637;12222;4;3055;
13:36:29:702;12225;5;2445;
13:36:30:775;12228;6;2038;
13:36:31:85;12231;7;1747;
13:36:32:916;12234;8;1529;
13:36:33:978;12237;9;1359;
13:36:35:051;12240;0;1224;
13:36:36:097;12243;1;6123;
13:36:37:154;12249;3;4083;
13:36:38:243;12252;4;3063;
13:36:39:286;12255;5;2451;
13:36:40:344;12258;6;2043;
13:36:41:397;12261;7;1751;
13:36:42:457;12264;8;1533;
13:36:43:522;12267;9;1363;
13:36:44:568;12270;0;1227;
13:36:45:624;12273;1;12273;
13:36:46:683;12276;2;6138;
Time;MI0;MI1;MI2;
13:37:44:761;12450;0;1245;
13:37:45:871;12453;1;12453;
13:37:46:968;12456;2;6228;
13:37:48:048;12459;3;4153;
13:37:49:124;12465;5;2493;
13:37:50:215;12468;6;2078;
13:37:51:294;12471;7;1781;
13:37:52:371;12474;8;1559;
13:37:53:447;12477;9;1386;
13:37:54:521;12480;0;1248;
13:37:55:602;12483;1;12483;
13:37:56:679;12486;2;6243;
13:37:57:752;12489;3;4163;
13:37:58:836;12492;4;3123;
13:37:59:91;12495;5;2499;
13:38:00:986;12498;6;2083;
13:38:02:059;12501;7;1785;
13:38:03:148;12507;9;1389;
13:38:04:238;12510;0;1251;
13:38:05:326;12513;1;12513;
13:38:06:4;12516;2;6258;
13:38:07:474;12519;3;4173;
13:38:08:543;12522;4;3130;
13:38:09:624;12525;5;2505;
Time;MI0;MI1;MI2;
13:38:53:116;12657;9;1406;
13:38:54:237;12660;0;1266;
13:38:55:331;12663;1;12663;
13:38:56:421;12666;2;6333;
13:38:57:5;12669;3;4223;
13:38:58:59;12672;4;3168;
13:38:59:692;12675;5;2535;
13:39:00:781;12678;6;2113;
13:39:01:885;12681;7;1811;
13:39:02:963;12684;8;1585;
13:39:04:071;12687;9;1409;
13:39:05:149;12693;1;12693;
13:39:06:235;12696;2;6348;
13:39:07:322;12699;3;4233;
13:39:08:402;12702;4;3175;
13:39:09:495;12705;5;2541;
13:39:10:575;12708;6;2118;
13:39:11:65;12711;7;1815;
13:39:12:724;12714;8;1589;
13:39:13:805;12717;9;1413;
13:39:14:891;12720;0;1272;
13:39:15:962;12723;1;12723;
13:39:17:039;12726;2;6363;
13:39:18:127;12732;4;3183;
13:39:19:218;12735;5;2547;
13:39:20:291;12738;6;2123;
13:39:21:366;12741;7;1820;
13:39:22:455;12744;8;1593;
13:39:23:529;12747;9;1416;
13:39:24:612;12750;0;1275;
13:39:25:706;12753;1;12753;
13:39:26:808;12756;2;6378;
13:39:27:897;12759;3;4253;
13:39:28:973;12762;4;3190;
13:39:30:049;12765;5;2553;
13:39:31:129;12771;7;1824;
13:39:32:213;12774;8;1596;
13:39:33:295;12777;9;1419;
13:39:34:4;12780;0;1278;
13:39:35:484;12783;1;12783;
13:39:36:559;12786;2;6393;
13:39:37:649;12789;3;4263;
13:39:38:745;12792;4;3198;
13:39:39:825;12795;5;2559;
13:39:40:897;12798;6;2133;
13:39:41:969;12801;7;1828;
13:39:43:06;12804;8;1600;
13:39:44:148;12810;0;1281;
13:39:45:221;12813;1;12813;
13:39:46:3;12816;2;6408;
13:39:47:375;12819;3;4273;
13:39:48:458;12822;4;3205;
13:39:49:545;12825;5;2565;
13:39:50:618;12828;6;2138;
13:39:51:689;12831;7;1833;
13:39:52:766;12834;8;1604;
13:39:53:835;12837;9;1426;
13:39:54:899;12840;0;1284;
13:39:55:973;12843;1;12843;
13:39:57:068;12846;2;6423;
13:39:58:153;12852;4;3213;
13:39:59:23;12855;5;2571;
13:40:00:309;12858;6;2143;
13:40:01:386;12861;7;1837;
13:40:02:464;12864;8;1608;
13:40:03:54;12867;9;1429;
13:40:04:616;12870;0;1287;
13:40:05:688;12873;1;12873;
13:40:06:775;12876;2;6438;
13:40:07:865;12879;3;4293;
13:40:08:953;12882;4;3220;
13:40:10:03;12885;5;2577;
13:40:11:123;12891;7;1841;
13:40:12:209;12894;8;1611;
13:40:13:295;12897;9;1433;
13:40:14:369;12900;0;1290;
13:40:15:442;12903;1;12903;
13:40:16:531;12906;2;6453;
13:40:17:612;12909;3;4303;
13:40:18:698;12912;4;3228;
13:40:19:764;12915;5;2583;
13:40:20:851;12918;6;2153;
13:40:21:944;12921;7;1845;
13:40:23:034;12924;8;1615;
13:40:24:119;12930;0;1293;
13:40:25:193;12933;1;12933;
13:40:26:273;12936;2;6468;
13:40:27:363;12939;3;4313;
13:40:28:452;12942;4;3235;
13:40:29:535;12945;5;2589;
13:40:30:604;12948;6;2158;
13:40:31:695;12951;7;1850;
13:40:32:771;12954;8;1619;
13:40:33:843;12957;9;1439;
13:40:34:922;12960;0;1296;
13:40:35:992;12963;1;12963;
13:40:37:073;12966;2;6483;
13:40:38:156;12972;4;3243;
13:40:39:224;12975;5;2595;
13:40:40:29;12978;6;2163;
13:40:41:386;12981;7;1854;
13:40:42:475;12984;8;1623;
13:40:43:551;12987;9;1443;
13:40:44:627;12990;0;1299;
13:40:45:715;12993;1;12993;
13:40:46:8;12996;2;6498;
13:40:47:888;12999;3;4333;
13:40:48:976;13002;4;3250;
13:40:50:062;13005;5;2601;
13:40:51:139;13011;7;1858;
13:40:52:23;13014;8;1626;
13:40:53:31;13017;9;1446;
13:40:54:394;13020;0;1302;
13:40:55:467;13023;1;13023;
13:40:56:556;13026;2;6513;
13:40:57:634;13029;3;4343;
13:40:58:739;13032;4;3258;
13:40:59:812;13035;5;2607;
13:41:00:884;13038;6;2173;
13:41:01:976;13041;7;1863;
13:41:03:066;13044;8;1449;
13:41:04:152;13050;0;1305;
13:41:05:238;13053;1;13053;
13:41:06:345;13056;2;6528;
13:41:07:429;13059;3;4353;
13:41:08:514;13062;4;3265;
13:41:09:59;13065;5;2613;
13:41:10:663;13068;6;2178;
13:41:11:74;13071;7;1867;
13:41:12:829;13074;8;1634;
13:41:13:933;13077;9;1453;
13:41:15:021;13080;0;1308;
13:41:16:115;13083;2;6543;
13:41:17:194;13089;3;4363;
13:41:18:261;13092;4;3273;
13:41:19:337;13095;5;2619;
13:41:20:417;13098;6;2183;
13:41:21:507;13101;7;1871;
13:41:22:581;13104;8;1638;
13:41:23:666;13107;9;1456;
13:41:24:785;13110;0;1311;
13:41:25:867;13113;1;13113;
13:41:26:943;13116;2;6558;
13:41:28:006;13119;3;4373;
13:41:29:077;13122;4;3280;
13:41:30:163;13128;6;2188;
13:41:31:25;13131;7;1875;
13:41:32:324;13134;8;1641;
13:41:33:395;13137;9;1459;
13:41:34:474;13140;0;1314;
13:41:35:568;13143;1;13143;
13:41:36:66;13146;2;6573;
13:41:37:745;13149;3;4383;
13:41:38:832;13152;4;3288;
13:41:39:908;13155;5;2631;
13:41:40:996;13158;6;2193;
13:41:42:091;13161;7;1645;
13:41:43:18;13167;9;1463;
13:41:44:251;13170;0;1317;
13:41:45:338;13173;1;13173;
13:41:46:422;13176;2;6588;
13:41:47:533;13179;3;4393;
13:41:48:641;13182;4;3295;
13:41:49:728;13185;5;2637;
13:41:50:812;13188;6;2198;
13:41:51:892;13191;7;1884;
13:41:52:982;13194;8;1649;
13:41:54:049;13197;9;1466;
13:41:55:159;13203;1;13203;
13:41:56:24;13206;2;6603;
13:41:57:325;13209;3;4403;
13:41:58:4;13212;4;3303;
13:41:59:483;13215;5;2643;
13:42:00:571;13218;6;2203;
13:42:01:65;13221;7;1888;
13:42:02:75;13224;8;1653;
13:42:03:852;13227;9;1469;
13:42:04:963;13230;0;1323;
13:42:06:046;13233;1;13233;
13:42:07:125;13239;3;4413;
13:42:08:201;13242;4;3310;
13:42:09:289;13245;5;2649;
13:42:10:374;13248;6;2208;
13:42:11:458;13251;7;1893;
13:42:12:543;13254;8;1656;
13:42:13:627;13257;9;1473;
13:42:14:703;13260;0;1326;
13:42:15:772;13263;1;13263;
13:42:16:84;13266;2;6633;
13:42:17:912;13269;3;4423;
13:42:18:976;13272;4;3318;
13:42:20:066;13275;5;2655;
13:42:21:159;13281;7;1897;
13:42:22:262;13284;8;1660;
13:42:23:338;13287;9;1476;
13:42:24:433;13290;0;1329;
13:42:25:529;13293;1;13293;
13:42:26:617;13296;2;6648;
13:42:27:706;13299;3;4433;
13:42:28:793;13302;4;3325;
13:42:29:868;13305;5;2661;
13:42:30:96;13308;6;2218;
13:42:32:038;13311;7;1901;
13:42:33:103;13314;9;1479;
13:42:34:188;13320;0;1332;
13:42:35:272;13323;1;13323;
13:42:36:346;13326;2;6663;
13:42:37:436;13329;3;4443;
13:42:38:531;13332;4;3333;
13:42:39:631;13335;5;2667;
13:42:40:715;13338;6;2223;
13:42:41:833;13341;7;1905;
13:42:42:917;13344;8;1668;
13:42:43:992;13347;9;1483;
13:42:45:07;13350;0;1335;
13:42:46:149;13356;2;6678;
13:42:47:246;13359;3;4453;
13:42:48:328;13362;4;3340;
13:42:49:419;13365;5;2673;
13:42:50:48;13368;6;2228;
13:42:51:564;13371;7;1910;
13:42:52:646;13374;8;1671;
13:42:53:756;13377;9;1486;
13:42:54:864;13380;0;1338;
13:42:55:939;13383;1;13383;
13:42:57:023;13386;2;6693;
13:42:58:112;13389;4;3348;
13:42:59:202;13395;5;2679;
13:43:00:294;13398;6;2233;
13:43:01:396;13401;7;1914;
13:43:02:46;13404;8;1675;
13:43:03:542;13407;9;1489;
13:43:04:636;13410;0;1341;
13:43:05:722;13413;1;13413;
13:43:06:807;13416;2;6708;
13:43:07:905;13419;3;4473;
13:43:08:989;13422;4;3355;
13:43:10:066;13425;5;2685;
13:43:11:151;13431;7;1918;
13:43:12:212;13434;8;1679;
13:43:13:305;13437;9;1493;
13:43:14:375;13440;0;1344;
13:43:15:483;13443;1;13443;
13:43:16:576;13446;2;6723;
13:43:17:666;13449;3;4483;
13:43:18:757;13452;4;3363;
13:43:19:851;13455;5;2691;
13:43:20:94;13458;6;2243;
13:43:22:048;13461;7;1923;
13:43:23:133;13467;9;1496;
13:43:24:211;13470;0;1347;
13:43:25:298;13473;1;13473;
13:43:26:365;13476;2;6738;
13:43:27:453;13479;3;4493;
13:43:28:544;13482;4;3370;
13:43:29:623;13485;5;2697;
13:43:30:715;13488;6;2248;
13:43:31:804;13491;7;1927;
13:43:32:881;13494;8;1686;
13:43:33:983;13497;9;1499;
13:43:35:066;13500;0;1350;
13:43:36:136;13506;2;6753;
13:43:37:222;13509;3;4503;
13:43:38:321;13512;4;3378;
13:43:39:407;13515;5;2703;
13:43:40:51;13518;6;2253;
13:43:41:613;13521;7;1931;
13:43:42:693;13524;8;1690;
13:43:43:766;13527;9;1503;
13:43:44:852;13530;0;1353;
13:43:45:947;13533;1;13533;
13:43:47:033;13536;2;6768;
13:43:48:118;13542;4;3385;
13:43:49:197;13545;5;2709;
13:43:50:274;13548;6;2258;
13:43:51:369;13551;7;1935;
13:43:52:465;13554;8;1694;
13:43:53:556;13557;9;1506;
13:43:54:64;13560;0;1356;
13:43:55:726;13563;1;13563;
13:43:56:818;13566;2;6783;
13:43:57:91;13569;3;4523;
13:43:58:988;13572;4;3393;
13:44:00:063;13575;5;2715;
13:44:01:146;13581;7;1940;
13:44:02:222;13584;8;1698;
13:44:03:309;13587;9;1509;
13:44:04:384;13590;0;1359;
13:44:05:51;13593;1;13593;
13:44:06:597;13596;2;6798;
13:44:07:696;13599;3;4533;
13:44:08:789;13602;4;3400;
13:44:09:877;13605;5;2721;
13:44:10:957;13608;6;2268;
13:44:12:032;13611;7;1944;
13:44:13:108;13614;9;1513;
13:44:14:196;13620;0;1362;
13:44:15:288;13623;1;13623;
13:44:16:366;13626;2;6813;
13:44:17:46;13629;3;4543;
13:44:18:571;13632;4;3408;
13:44:19:659;13635;5;2727;
13:44:20:734;13638;6;2273;
13:44:21:805;13641;7;1948;
13:44:22:886;13644;8;1705;
13:44:23:955;13647;9;1516;
13:44:25:034;13650;0;1365;
